ID,A,B,C,D,r
55312,5,9,1,3,1
55313,5,9,1,3,2
55314,5,9,1,3,3
55315,5,9,1,3,4
55316,5,9,1,3,5
55317,5,9,1,3,6
55318,5,9,1,3,7
55319,5,9,1,3,8
55320,5,9,1,4,1
55321,5,9,1,4,2
55322,5,9,1,4,3
55323,5,9,1,4,4
55324,5,9,1,4,5
55325,5,9,1,4,6
55326,5,9,1,4,7
55327,5,9,1,4,8
55328,5,9,1,5,1
55329,5,9,1,5,2
55330,5,9,1,5,3
55331,5,9,1,5,4
55332,5,9,1,5,5
55333,5,9,1,5,6
55334,5,9,1,5,7
55335,5,9,1,5,8
55336,5,9,1,6,1
55337,5,9,1,6,2
55338,5,9,1,6,3
55339,5,9,1,6,4
55340,5,9,1,6,5
55341,5,9,1,6,6
55342,5,9,1,6,7
55343,5,9,1,6,8
55344,5,9,2,1,1
55345,5,9,2,1,2
55346,5,9,2,1,3
55347,5,9,2,1,4
55348,5,9,2,1,5
55349,5,9,2,1,6
55350,5,9,2,1,7
55351,5,9,2,1,8
55352,5,9,2,2,1
55353,5,9,2,2,2
55354,5,9,2,2,3
55355,5,9,2,2,4
55356,5,9,2,2,5
55357,5,9,2,2,6
55358,5,9,2,2,7
55359,5,9,2,2,8
55360,5,9,2,3,1
55361,5,9,2,3,2
55362,5,9,2,3,3
55363,5,9,2,3,4
55364,5,9,2,3,5
55365,5,9,2,3,6
55366,5,9,2,3,7
55367,5,9,2,3,8
55368,5,9,2,4,1
55369,5,9,2,4,2
55370,5,9,2,4,3
55371,5,9,2,4,4
55372,5,9,2,4,5
55373,5,9,2,4,6
55374,5,9,2,4,7
55375,5,9,2,4,8
55376,5,9,2,5,1
55377,5,9,2,5,2
55378,5,9,2,5,3
55379,5,9,2,5,4
55380,5,9,2,5,5
55381,5,9,2,5,6
55382,5,9,2,5,7
55383,5,9,2,5,8
55384,5,9,2,6,1
55385,5,9,2,6,2
55386,5,9,2,6,3
55387,5,9,2,6,4
55388,5,9,2,6,5
55389,5,9,2,6,6
55390,5,9,2,6,7
55391,5,9,2,6,8
55392,5,9,3,1,1
55393,5,9,3,1,2
55394,5,9,3,1,3
55395,5,9,3,1,4
55396,5,9,3,1,5
55397,5,9,3,1,6
55398,5,9,3,1,7
55399,5,9,3,1,8
55400,5,9,3,2,1
55401,5,9,3,2,2
55402,5,9,3,2,3
55403,5,9,3,2,4
55404,5,9,3,2,5
55405,5,9,3,2,6
55406,5,9,3,2,7
55407,5,9,3,2,8
55408,5,9,3,3,1
55409,5,9,3,3,2
55410,5,9,3,3,3
55411,5,9,3,3,4
55412,5,9,3,3,5
55413,5,9,3,3,6
55414,5,9,3,3,7
55415,5,9,3,3,8
55416,5,9,3,4,1
55417,5,9,3,4,2
55418,5,9,3,4,3
55419,5,9,3,4,4
55420,5,9,3,4,5
55421,5,9,3,4,6
55422,5,9,3,4,7
55423,5,9,3,4,8
55424,5,9,3,5,1
55425,5,9,3,5,2
55426,5,9,3,5,3
55427,5,9,3,5,4
55428,5,9,3,5,5
55429,5,9,3,5,6
55430,5,9,3,5,7
55431,5,9,3,5,8
55432,5,9,3,6,1
55433,5,9,3,6,2
55434,5,9,3,6,3
55435,5,9,3,6,4
55436,5,9,3,6,5
55437,5,9,3,6,6
55438,5,9,3,6,7
55439,5,9,3,6,8
55440,5,9,4,1,1
55441,5,9,4,1,2
55442,5,9,4,1,3
55443,5,9,4,1,4
55444,5,9,4,1,5
55445,5,9,4,1,6
55446,5,9,4,1,7
55447,5,9,4,1,8
55448,5,9,4,2,1
55449,5,9,4,2,2
55450,5,9,4,2,3
55451,5,9,4,2,4
55452,5,9,4,2,5
55453,5,9,4,2,6
55454,5,9,4,2,7
55455,5,9,4,2,8
55456,5,9,4,3,1
55457,5,9,4,3,2
55458,5,9,4,3,3
55459,5,9,4,3,4
55460,5,9,4,3,5
55461,5,9,4,3,6
55462,5,9,4,3,7
55463,5,9,4,3,8
55464,5,9,4,4,1
55465,5,9,4,4,2
55466,5,9,4,4,3
55467,5,9,4,4,4
55468,5,9,4,4,5
55469,5,9,4,4,6
55470,5,9,4,4,7
55471,5,9,4,4,8
55472,5,9,4,5,1
55473,5,9,4,5,2
55474,5,9,4,5,3
55475,5,9,4,5,4
55476,5,9,4,5,5
55477,5,9,4,5,6
55478,5,9,4,5,7
55479,5,9,4,5,8
55480,5,9,4,6,1
55481,5,9,4,6,2
55482,5,9,4,6,3
55483,5,9,4,6,4
55484,5,9,4,6,5
55485,5,9,4,6,6
55486,5,9,4,6,7
55487,5,9,4,6,8
55488,5,9,5,1,1
55489,5,9,5,1,2
55490,5,9,5,1,3
55491,5,9,5,1,4
55492,5,9,5,1,5
55493,5,9,5,1,6
55494,5,9,5,1,7
55495,5,9,5,1,8
55496,5,9,5,2,1
55497,5,9,5,2,2
55498,5,9,5,2,3
55499,5,9,5,2,4
55500,5,9,5,2,5
55501,5,9,5,2,6
55502,5,9,5,2,7
55503,5,9,5,2,8
55504,5,9,5,3,1
55505,5,9,5,3,2
55506,5,9,5,3,3
55507,5,9,5,3,4
55508,5,9,5,3,5
55509,5,9,5,3,6
55510,5,9,5,3,7
55511,5,9,5,3,8
55512,5,9,5,4,1
55513,5,9,5,4,2
55514,5,9,5,4,3
55515,5,9,5,4,4
55516,5,9,5,4,5
55517,5,9,5,4,6
55518,5,9,5,4,7
55519,5,9,5,4,8
55520,5,9,5,5,1
55521,5,9,5,5,2
55522,5,9,5,5,3
55523,5,9,5,5,4
55524,5,9,5,5,5
55525,5,9,5,5,6
55526,5,9,5,5,7
55527,5,9,5,5,8
55528,5,9,5,6,1
55529,5,9,5,6,2
55530,5,9,5,6,3
55531,5,9,5,6,4
55532,5,9,5,6,5
55533,5,9,5,6,6
55534,5,9,5,6,7
55535,5,9,5,6,8
55536,5,9,6,1,1
55537,5,9,6,1,2
55538,5,9,6,1,3
55539,5,9,6,1,4
55540,5,9,6,1,5
55541,5,9,6,1,6
55542,5,9,6,1,7
55543,5,9,6,1,8
55544,5,9,6,2,1
55545,5,9,6,2,2
55546,5,9,6,2,3
55547,5,9,6,2,4
55548,5,9,6,2,5
55549,5,9,6,2,6
55550,5,9,6,2,7
55551,5,9,6,2,8
55552,5,9,6,3,1
55553,5,9,6,3,2
55554,5,9,6,3,3
55555,5,9,6,3,4
55556,5,9,6,3,5
55557,5,9,6,3,6
55558,5,9,6,3,7
55559,5,9,6,3,8
55560,5,9,6,4,1
55561,5,9,6,4,2
55562,5,9,6,4,3
55563,5,9,6,4,4
55564,5,9,6,4,5
55565,5,9,6,4,6
55566,5,9,6,4,7
55567,5,9,6,4,8
55568,5,9,6,5,1
55569,5,9,6,5,2
55570,5,9,6,5,3
55571,5,9,6,5,4
55572,5,9,6,5,5
55573,5,9,6,5,6
55574,5,9,6,5,7
55575,5,9,6,5,8
55576,5,9,6,6,1
55577,5,9,6,6,2
55578,5,9,6,6,3
55579,5,9,6,6,4
55580,5,9,6,6,5
55581,5,9,6,6,6
55582,5,9,6,6,7
55583,5,9,6,6,8
55584,5,9,7,1,1
55585,5,9,7,1,2
55586,5,9,7,1,3
55587,5,9,7,1,4
55588,5,9,7,1,5
55589,5,9,7,1,6
55590,5,9,7,1,7
55591,5,9,7,1,8
55592,5,9,7,2,1
55593,5,9,7,2,2
55594,5,9,7,2,3
55595,5,9,7,2,4
55596,5,9,7,2,5
55597,5,9,7,2,6
55598,5,9,7,2,7
55599,5,9,7,2,8
55600,5,9,7,3,1
55601,5,9,7,3,2
55602,5,9,7,3,3
55603,5,9,7,3,4
55604,5,9,7,3,5
55605,5,9,7,3,6
55606,5,9,7,3,7
55607,5,9,7,3,8
55608,5,9,7,4,1
55609,5,9,7,4,2
55610,5,9,7,4,3
55611,5,9,7,4,4
55612,5,9,7,4,5
55613,5,9,7,4,6
55614,5,9,7,4,7
55615,5,9,7,4,8
55616,5,9,7,5,1
55617,5,9,7,5,2
55618,5,9,7,5,3
55619,5,9,7,5,4
55620,5,9,7,5,5
55621,5,9,7,5,6
55622,5,9,7,5,7
55623,5,9,7,5,8
55624,5,9,7,6,1
55625,5,9,7,6,2
55626,5,9,7,6,3
55627,5,9,7,6,4
55628,5,9,7,6,5
55629,5,9,7,6,6
55630,5,9,7,6,7
55631,5,9,7,6,8
55632,5,9,8,1,1
55633,5,9,8,1,2
55634,5,9,8,1,3
55635,5,9,8,1,4
55636,5,9,8,1,5
55637,5,9,8,1,6
55638,5,9,8,1,7
55639,5,9,8,1,8
55640,5,9,8,2,1
55641,5,9,8,2,2
55642,5,9,8,2,3
55643,5,9,8,2,4
55644,5,9,8,2,5
55645,5,9,8,2,6
55646,5,9,8,2,7
55647,5,9,8,2,8
55648,5,9,8,3,1
55649,5,9,8,3,2
55650,5,9,8,3,3
55651,5,9,8,3,4
55652,5,9,8,3,5
55653,5,9,8,3,6
55654,5,9,8,3,7
55655,5,9,8,3,8
55656,5,9,8,4,1
55657,5,9,8,4,2
55658,5,9,8,4,3
55659,5,9,8,4,4
55660,5,9,8,4,5
55661,5,9,8,4,6
55662,5,9,8,4,7
55663,5,9,8,4,8
55664,5,9,8,5,1
55665,5,9,8,5,2
55666,5,9,8,5,3
55667,5,9,8,5,4
55668,5,9,8,5,5
55669,5,9,8,5,6
55670,5,9,8,5,7
55671,5,9,8,5,8
55672,5,9,8,6,1
55673,5,9,8,6,2
55674,5,9,8,6,3
55675,5,9,8,6,4
55676,5,9,8,6,5
55677,5,9,8,6,6
55678,5,9,8,6,7
55679,5,9,8,6,8
55680,5,9,9,1,1
55681,5,9,9,1,2
55682,5,9,9,1,3
55683,5,9,9,1,4
55684,5,9,9,1,5
55685,5,9,9,1,6
55686,5,9,9,1,7
55687,5,9,9,1,8
55688,5,9,9,2,1
55689,5,9,9,2,2
55690,5,9,9,2,3
55691,5,9,9,2,4
55692,5,9,9,2,5
55693,5,9,9,2,6
55694,5,9,9,2,7
55695,5,9,9,2,8
55696,5,9,9,3,1
55697,5,9,9,3,2
55698,5,9,9,3,3
55699,5,9,9,3,4
55700,5,9,9,3,5
55701,5,9,9,3,6
55702,5,9,9,3,7
55703,5,9,9,3,8
55704,5,9,9,4,1
55705,5,9,9,4,2
55706,5,9,9,4,3
55707,5,9,9,4,4
55708,5,9,9,4,5
55709,5,9,9,4,6
55710,5,9,9,4,7
55711,5,9,9,4,8
55712,5,9,9,5,1
55713,5,9,9,5,2
55714,5,9,9,5,3
55715,5,9,9,5,4
55716,5,9,9,5,5
55717,5,9,9,5,6
55718,5,9,9,5,7
55719,5,9,9,5,8
55720,5,9,9,6,1
55721,5,9,9,6,2
55722,5,9,9,6,3
55723,5,9,9,6,4
55724,5,9,9,6,5
55725,5,9,9,6,6
55726,5,9,9,6,7
55727,5,9,9,6,8
55728,5,9,10,1,1
55729,5,9,10,1,2
55730,5,9,10,1,3
55731,5,9,10,1,4
55732,5,9,10,1,5
55733,5,9,10,1,6
55734,5,9,10,1,7
55735,5,9,10,1,8
55736,5,9,10,2,1
55737,5,9,10,2,2
55738,5,9,10,2,3
55739,5,9,10,2,4
55740,5,9,10,2,5
55741,5,9,10,2,6
55742,5,9,10,2,7
55743,5,9,10,2,8
55744,5,9,10,3,1
55745,5,9,10,3,2
55746,5,9,10,3,3
55747,5,9,10,3,4
55748,5,9,10,3,5
55749,5,9,10,3,6
55750,5,9,10,3,7
55751,5,9,10,3,8
55752,5,9,10,4,1
55753,5,9,10,4,2
55754,5,9,10,4,3
55755,5,9,10,4,4
55756,5,9,10,4,5
55757,5,9,10,4,6
55758,5,9,10,4,7
55759,5,9,10,4,8
55760,5,9,10,5,1
55761,5,9,10,5,2
55762,5,9,10,5,3
55763,5,9,10,5,4
55764,5,9,10,5,5
55765,5,9,10,5,6
55766,5,9,10,5,7
55767,5,9,10,5,8
55768,5,9,10,6,1
55769,5,9,10,6,2
55770,5,9,10,6,3
55771,5,9,10,6,4
55772,5,9,10,6,5
55773,5,9,10,6,6
55774,5,9,10,6,7
55775,5,9,10,6,8
55776,5,9,11,1,1
55777,5,9,11,1,2
55778,5,9,11,1,3
55779,5,9,11,1,4
55780,5,9,11,1,5
55781,5,9,11,1,6
55782,5,9,11,1,7
55783,5,9,11,1,8
55784,5,9,11,2,1
55785,5,9,11,2,2
55786,5,9,11,2,3
55787,5,9,11,2,4
55788,5,9,11,2,5
55789,5,9,11,2,6
55790,5,9,11,2,7
55791,5,9,11,2,8
55792,5,9,11,3,1
55793,5,9,11,3,2
55794,5,9,11,3,3
55795,5,9,11,3,4
55796,5,9,11,3,5
55797,5,9,11,3,6
55798,5,9,11,3,7
55799,5,9,11,3,8
55800,5,9,11,4,1
55801,5,9,11,4,2
55802,5,9,11,4,3
55803,5,9,11,4,4
55804,5,9,11,4,5
55805,5,9,11,4,6
55806,5,9,11,4,7
55807,5,9,11,4,8
55808,5,9,11,5,1
55809,5,9,11,5,2
55810,5,9,11,5,3
55811,5,9,11,5,4
55812,5,9,11,5,5
55813,5,9,11,5,6
55814,5,9,11,5,7
55815,5,9,11,5,8
55816,5,9,11,6,1
55817,5,9,11,6,2
55818,5,9,11,6,3
55819,5,9,11,6,4
55820,5,9,11,6,5
55821,5,9,11,6,6
55822,5,9,11,6,7
55823,5,9,11,6,8
55824,5,9,12,1,1
55825,5,9,12,1,2
55826,5,9,12,1,3
55827,5,9,12,1,4
55828,5,9,12,1,5
55829,5,9,12,1,6
55830,5,9,12,1,7
55831,5,9,12,1,8
55832,5,9,12,2,1
55833,5,9,12,2,2
55834,5,9,12,2,3
55835,5,9,12,2,4
55836,5,9,12,2,5
55837,5,9,12,2,6
55838,5,9,12,2,7
55839,5,9,12,2,8
55840,5,9,12,3,1
55841,5,9,12,3,2
55842,5,9,12,3,3
55843,5,9,12,3,4
55844,5,9,12,3,5
55845,5,9,12,3,6
55846,5,9,12,3,7
55847,5,9,12,3,8
55848,5,9,12,4,1
55849,5,9,12,4,2
55850,5,9,12,4,3
55851,5,9,12,4,4
55852,5,9,12,4,5
55853,5,9,12,4,6
55854,5,9,12,4,7
55855,5,9,12,4,8
55856,5,9,12,5,1
55857,5,9,12,5,2
55858,5,9,12,5,3
55859,5,9,12,5,4
55860,5,9,12,5,5
55861,5,9,12,5,6
55862,5,9,12,5,7
55863,5,9,12,5,8
55864,5,9,12,6,1
55865,5,9,12,6,2
55866,5,9,12,6,3
55867,5,9,12,6,4
55868,5,9,12,6,5
55869,5,9,12,6,6
55870,5,9,12,6,7
55871,5,9,12,6,8
55872,5,9,13,1,1
55873,5,9,13,1,2
55874,5,9,13,1,3
55875,5,9,13,1,4
55876,5,9,13,1,5
55877,5,9,13,1,6
55878,5,9,13,1,7
55879,5,9,13,1,8
55880,5,9,13,2,1
55881,5,9,13,2,2
55882,5,9,13,2,3
55883,5,9,13,2,4
55884,5,9,13,2,5
55885,5,9,13,2,6
55886,5,9,13,2,7
55887,5,9,13,2,8
55888,5,9,13,3,1
55889,5,9,13,3,2
55890,5,9,13,3,3
55891,5,9,13,3,4
55892,5,9,13,3,5
55893,5,9,13,3,6
55894,5,9,13,3,7
55895,5,9,13,3,8
55896,5,9,13,4,1
55897,5,9,13,4,2
55898,5,9,13,4,3
55899,5,9,13,4,4
55900,5,9,13,4,5
55901,5,9,13,4,6
55902,5,9,13,4,7
55903,5,9,13,4,8
55904,5,9,13,5,1
55905,5,9,13,5,2
55906,5,9,13,5,3
55907,5,9,13,5,4
55908,5,9,13,5,5
55909,5,9,13,5,6
55910,5,9,13,5,7
55911,5,9,13,5,8
55912,5,9,13,6,1
55913,5,9,13,6,2
55914,5,9,13,6,3
55915,5,9,13,6,4
55916,5,9,13,6,5
55917,5,9,13,6,6
55918,5,9,13,6,7
55919,5,9,13,6,8
55920,5,9,14,1,1
55921,5,9,14,1,2
55922,5,9,14,1,3
55923,5,9,14,1,4
55924,5,9,14,1,5
55925,5,9,14,1,6
55926,5,9,14,1,7
55927,5,9,14,1,8
55928,5,9,14,2,1
55929,5,9,14,2,2
55930,5,9,14,2,3
55931,5,9,14,2,4
55932,5,9,14,2,5
55933,5,9,14,2,6
55934,5,9,14,2,7
55935,5,9,14,2,8
55936,5,9,14,3,1
55937,5,9,14,3,2
55938,5,9,14,3,3
55939,5,9,14,3,4
55940,5,9,14,3,5
55941,5,9,14,3,6
55942,5,9,14,3,7
55943,5,9,14,3,8
55944,5,9,14,4,1
55945,5,9,14,4,2
55946,5,9,14,4,3
55947,5,9,14,4,4
55948,5,9,14,4,5
55949,5,9,14,4,6
55950,5,9,14,4,7
55951,5,9,14,4,8
55952,5,9,14,5,1
55953,5,9,14,5,2
55954,5,9,14,5,3
55955,5,9,14,5,4
55956,5,9,14,5,5
55957,5,9,14,5,6
55958,5,9,14,5,7
55959,5,9,14,5,8
55960,5,9,14,6,1
55961,5,9,14,6,2
55962,5,9,14,6,3
55963,5,9,14,6,4
55964,5,9,14,6,5
55965,5,9,14,6,6
55966,5,9,14,6,7
55967,5,9,14,6,8
55968,5,9,15,1,1
55969,5,9,15,1,2
55970,5,9,15,1,3
55971,5,9,15,1,4
55972,5,9,15,1,5
55973,5,9,15,1,6
55974,5,9,15,1,7
55975,5,9,15,1,8
55976,5,9,15,2,1
55977,5,9,15,2,2
55978,5,9,15,2,3
55979,5,9,15,2,4
55980,5,9,15,2,5
55981,5,9,15,2,6
55982,5,9,15,2,7
55983,5,9,15,2,8
55984,5,9,15,3,1
55985,5,9,15,3,2
55986,5,9,15,3,3
55987,5,9,15,3,4
55988,5,9,15,3,5
55989,5,9,15,3,6
55990,5,9,15,3,7
55991,5,9,15,3,8
55992,5,9,15,4,1
55993,5,9,15,4,2
55994,5,9,15,4,3
55995,5,9,15,4,4
55996,5,9,15,4,5
55997,5,9,15,4,6
55998,5,9,15,4,7
55999,5,9,15,4,8
56000,5,9,15,5,1
56001,5,9,15,5,2
56002,5,9,15,5,3
56003,5,9,15,5,4
56004,5,9,15,5,5
56005,5,9,15,5,6
56006,5,9,15,5,7
56007,5,9,15,5,8
56008,5,9,15,6,1
56009,5,9,15,6,2
56010,5,9,15,6,3
56011,5,9,15,6,4
56012,5,9,15,6,5
56013,5,9,15,6,6
56014,5,9,15,6,7
56015,5,9,15,6,8
56016,5,9,16,1,1
56017,5,9,16,1,2
56018,5,9,16,1,3
56019,5,9,16,1,4
56020,5,9,16,1,5
56021,5,9,16,1,6
56022,5,9,16,1,7
56023,5,9,16,1,8
56024,5,9,16,2,1
56025,5,9,16,2,2
56026,5,9,16,2,3
56027,5,9,16,2,4
56028,5,9,16,2,5
56029,5,9,16,2,6
56030,5,9,16,2,7
56031,5,9,16,2,8
56032,5,9,16,3,1
56033,5,9,16,3,2
56034,5,9,16,3,3
56035,5,9,16,3,4
56036,5,9,16,3,5
56037,5,9,16,3,6
56038,5,9,16,3,7
56039,5,9,16,3,8
56040,5,9,16,4,1
56041,5,9,16,4,2
56042,5,9,16,4,3
56043,5,9,16,4,4
56044,5,9,16,4,5
56045,5,9,16,4,6
56046,5,9,16,4,7
56047,5,9,16,4,8
56048,5,9,16,5,1
56049,5,9,16,5,2
56050,5,9,16,5,3
56051,5,9,16,5,4
56052,5,9,16,5,5
56053,5,9,16,5,6
56054,5,9,16,5,7
56055,5,9,16,5,8
56056,5,9,16,6,1
56057,5,9,16,6,2
56058,5,9,16,6,3
56059,5,9,16,6,4
56060,5,9,16,6,5
56061,5,9,16,6,6
56062,5,9,16,6,7
56063,5,9,16,6,8
56064,5,10,1,1,1
56065,5,10,1,1,2
56066,5,10,1,1,3
56067,5,10,1,1,4
56068,5,10,1,1,5
56069,5,10,1,1,6
56070,5,10,1,1,7
56071,5,10,1,1,8
56072,5,10,1,2,1
56073,5,10,1,2,2
56074,5,10,1,2,3
56075,5,10,1,2,4
56076,5,10,1,2,5
56077,5,10,1,2,6
56078,5,10,1,2,7
56079,5,10,1,2,8
56080,5,10,1,3,1
56081,5,10,1,3,2
56082,5,10,1,3,3
56083,5,10,1,3,4
56084,5,10,1,3,5
56085,5,10,1,3,6
56086,5,10,1,3,7
56087,5,10,1,3,8
56088,5,10,1,4,1
56089,5,10,1,4,2
56090,5,10,1,4,3
56091,5,10,1,4,4
56092,5,10,1,4,5
56093,5,10,1,4,6
56094,5,10,1,4,7
56095,5,10,1,4,8
56096,5,10,1,5,1
56097,5,10,1,5,2
56098,5,10,1,5,3
56099,5,10,1,5,4
56100,5,10,1,5,5
56101,5,10,1,5,6
56102,5,10,1,5,7
56103,5,10,1,5,8
56104,5,10,1,6,1
56105,5,10,1,6,2
56106,5,10,1,6,3
56107,5,10,1,6,4
56108,5,10,1,6,5
56109,5,10,1,6,6
56110,5,10,1,6,7
56111,5,10,1,6,8
56112,5,10,2,1,1
56113,5,10,2,1,2
56114,5,10,2,1,3
56115,5,10,2,1,4
56116,5,10,2,1,5
56117,5,10,2,1,6
56118,5,10,2,1,7
56119,5,10,2,1,8
56120,5,10,2,2,1
56121,5,10,2,2,2
56122,5,10,2,2,3
56123,5,10,2,2,4
56124,5,10,2,2,5
56125,5,10,2,2,6
56126,5,10,2,2,7
56127,5,10,2,2,8
56128,5,10,2,3,1
56129,5,10,2,3,2
56130,5,10,2,3,3
56131,5,10,2,3,4
56132,5,10,2,3,5
56133,5,10,2,3,6
56134,5,10,2,3,7
56135,5,10,2,3,8
56136,5,10,2,4,1
56137,5,10,2,4,2
56138,5,10,2,4,3
56139,5,10,2,4,4
56140,5,10,2,4,5
56141,5,10,2,4,6
56142,5,10,2,4,7
56143,5,10,2,4,8
56144,5,10,2,5,1
56145,5,10,2,5,2
56146,5,10,2,5,3
56147,5,10,2,5,4
56148,5,10,2,5,5
56149,5,10,2,5,6
56150,5,10,2,5,7
56151,5,10,2,5,8
56152,5,10,2,6,1
56153,5,10,2,6,2
56154,5,10,2,6,3
56155,5,10,2,6,4
56156,5,10,2,6,5
56157,5,10,2,6,6
56158,5,10,2,6,7
56159,5,10,2,6,8
56160,5,10,3,1,1
56161,5,10,3,1,2
56162,5,10,3,1,3
56163,5,10,3,1,4
56164,5,10,3,1,5
56165,5,10,3,1,6
56166,5,10,3,1,7
56167,5,10,3,1,8
56168,5,10,3,2,1
56169,5,10,3,2,2
56170,5,10,3,2,3
56171,5,10,3,2,4
56172,5,10,3,2,5
56173,5,10,3,2,6
56174,5,10,3,2,7
56175,5,10,3,2,8
56176,5,10,3,3,1
56177,5,10,3,3,2
56178,5,10,3,3,3
56179,5,10,3,3,4
56180,5,10,3,3,5
56181,5,10,3,3,6
56182,5,10,3,3,7
56183,5,10,3,3,8
56184,5,10,3,4,1
56185,5,10,3,4,2
56186,5,10,3,4,3
56187,5,10,3,4,4
56188,5,10,3,4,5
56189,5,10,3,4,6
56190,5,10,3,4,7
56191,5,10,3,4,8
56192,5,10,3,5,1
56193,5,10,3,5,2
56194,5,10,3,5,3
56195,5,10,3,5,4
56196,5,10,3,5,5
56197,5,10,3,5,6
56198,5,10,3,5,7
56199,5,10,3,5,8
56200,5,10,3,6,1
56201,5,10,3,6,2
56202,5,10,3,6,3
56203,5,10,3,6,4
56204,5,10,3,6,5
56205,5,10,3,6,6
56206,5,10,3,6,7
56207,5,10,3,6,8
56208,5,10,4,1,1
56209,5,10,4,1,2
56210,5,10,4,1,3
56211,5,10,4,1,4
56212,5,10,4,1,5
56213,5,10,4,1,6
56214,5,10,4,1,7
56215,5,10,4,1,8
56216,5,10,4,2,1
56217,5,10,4,2,2
56218,5,10,4,2,3
56219,5,10,4,2,4
56220,5,10,4,2,5
56221,5,10,4,2,6
56222,5,10,4,2,7
56223,5,10,4,2,8
56224,5,10,4,3,1
56225,5,10,4,3,2
56226,5,10,4,3,3
56227,5,10,4,3,4
56228,5,10,4,3,5
56229,5,10,4,3,6
56230,5,10,4,3,7
56231,5,10,4,3,8
56232,5,10,4,4,1
56233,5,10,4,4,2
56234,5,10,4,4,3
56235,5,10,4,4,4
56236,5,10,4,4,5
56237,5,10,4,4,6
56238,5,10,4,4,7
56239,5,10,4,4,8
56240,5,10,4,5,1
56241,5,10,4,5,2
56242,5,10,4,5,3
56243,5,10,4,5,4
56244,5,10,4,5,5
56245,5,10,4,5,6
56246,5,10,4,5,7
56247,5,10,4,5,8
56248,5,10,4,6,1
56249,5,10,4,6,2
56250,5,10,4,6,3
56251,5,10,4,6,4
56252,5,10,4,6,5
56253,5,10,4,6,6
56254,5,10,4,6,7
56255,5,10,4,6,8
56256,5,10,5,1,1
56257,5,10,5,1,2
56258,5,10,5,1,3
56259,5,10,5,1,4
56260,5,10,5,1,5
56261,5,10,5,1,6
56262,5,10,5,1,7
56263,5,10,5,1,8
56264,5,10,5,2,1
56265,5,10,5,2,2
56266,5,10,5,2,3
56267,5,10,5,2,4
56268,5,10,5,2,5
56269,5,10,5,2,6
56270,5,10,5,2,7
56271,5,10,5,2,8
56272,5,10,5,3,1
56273,5,10,5,3,2
56274,5,10,5,3,3
56275,5,10,5,3,4
56276,5,10,5,3,5
56277,5,10,5,3,6
56278,5,10,5,3,7
56279,5,10,5,3,8
56280,5,10,5,4,1
56281,5,10,5,4,2
56282,5,10,5,4,3
56283,5,10,5,4,4
56284,5,10,5,4,5
56285,5,10,5,4,6
56286,5,10,5,4,7
56287,5,10,5,4,8
56288,5,10,5,5,1
56289,5,10,5,5,2
56290,5,10,5,5,3
56291,5,10,5,5,4
56292,5,10,5,5,5
56293,5,10,5,5,6
56294,5,10,5,5,7
56295,5,10,5,5,8
56296,5,10,5,6,1
56297,5,10,5,6,2
56298,5,10,5,6,3
56299,5,10,5,6,4
56300,5,10,5,6,5
56301,5,10,5,6,6
56302,5,10,5,6,7
56303,5,10,5,6,8
56304,5,10,6,1,1
56305,5,10,6,1,2
56306,5,10,6,1,3
56307,5,10,6,1,4
56308,5,10,6,1,5
56309,5,10,6,1,6
56310,5,10,6,1,7
56311,5,10,6,1,8
56312,5,10,6,2,1
56313,5,10,6,2,2
56314,5,10,6,2,3
56315,5,10,6,2,4
56316,5,10,6,2,5
56317,5,10,6,2,6
56318,5,10,6,2,7
56319,5,10,6,2,8
56320,5,10,6,3,1
56321,5,10,6,3,2
56322,5,10,6,3,3
56323,5,10,6,3,4
56324,5,10,6,3,5
56325,5,10,6,3,6
56326,5,10,6,3,7
56327,5,10,6,3,8
56328,5,10,6,4,1
56329,5,10,6,4,2
56330,5,10,6,4,3
56331,5,10,6,4,4
56332,5,10,6,4,5
56333,5,10,6,4,6
56334,5,10,6,4,7
56335,5,10,6,4,8
56336,5,10,6,5,1
56337,5,10,6,5,2
56338,5,10,6,5,3
56339,5,10,6,5,4
56340,5,10,6,5,5
56341,5,10,6,5,6
56342,5,10,6,5,7
56343,5,10,6,5,8
56344,5,10,6,6,1
56345,5,10,6,6,2
56346,5,10,6,6,3
56347,5,10,6,6,4
56348,5,10,6,6,5
56349,5,10,6,6,6
56350,5,10,6,6,7
56351,5,10,6,6,8
56352,5,10,7,1,1
56353,5,10,7,1,2
56354,5,10,7,1,3
56355,5,10,7,1,4
56356,5,10,7,1,5
56357,5,10,7,1,6
56358,5,10,7,1,7
56359,5,10,7,1,8
56360,5,10,7,2,1
56361,5,10,7,2,2
56362,5,10,7,2,3
56363,5,10,7,2,4
56364,5,10,7,2,5
56365,5,10,7,2,6
56366,5,10,7,2,7
56367,5,10,7,2,8
56368,5,10,7,3,1
56369,5,10,7,3,2
56370,5,10,7,3,3
56371,5,10,7,3,4
56372,5,10,7,3,5
56373,5,10,7,3,6
56374,5,10,7,3,7
56375,5,10,7,3,8
56376,5,10,7,4,1
56377,5,10,7,4,2
56378,5,10,7,4,3
56379,5,10,7,4,4
56380,5,10,7,4,5
56381,5,10,7,4,6
56382,5,10,7,4,7
56383,5,10,7,4,8
56384,5,10,7,5,1
56385,5,10,7,5,2
56386,5,10,7,5,3
